industry,etf,n,stock_r20,etf_r20,alpha,net_alpha,win_pct,p_value
农业综合,sz399006,203,4.007590696407479,3.1990080675449106,0.8085826288625697,0.5085826288625696,51.231527093596064,0.23067820651547047
农药化肥,sh000300,310,6.325950673660712,1.0006366094430155,5.325314064217697,5.025314064217696,73.22580645161291,2.463487187670775e-18
农药化肥,sh000905,310,6.325950673660712,6.147037115374589,0.17891355828612338,-0.12108644171387661,49.354838709677416,0.7492438315349228
农药化肥,sz399006,310,6.325950673660712,2.8326843011533662,3.4932663725073456,3.193266372507346,70.96774193548387,6.353169580578585e-07
出版业,sh000300,111,7.328807264662803,1.0071545606403107,6.321652704022492,6.021652704022492,72.97297297297297,5.2287439073204015e-09
出版业,sh000905,111,7.328807264662803,7.125956072583799,0.20285119207900282,-0.09714880792099737,42.34234234234234,0.8306435456716483
出版业,sz399006,111,7.328807264662803,2.2613538478352733,5.067453416827528,4.767453416827529,67.56756756756756,2.742624818985156e-06
化学制药,sh000300,500,4.809872601290599,0.5354274560030876,4.274445145287513,3.974445145287512,65.4,1.0367757738379983e-21
化学制药,sh000905,500,4.809872601290599,6.924060828586018,-2.1141882272954184,-2.414188227295419,33.2,1.1986379151433621e-05
化学制药,sz399006,500,4.809872601290599,1.8573313892000571,2.952541212090542,2.6525412120905427,61.8,1.3661129073421178e-10
化工原料,sh000300,1059,6.583764829016892,1.3343554640814619,5.249409364935429,4.94940936493543,66.57223796033995,1.2778402166440544e-39
化工原料,sh000905,1059,6.583764829016892,5.61116066367759,0.9726041653393025,0.6726041653393025,46.742209631728045,0.007075061416631395
化工原料,sz399006,1059,6.583764829016892,3.3385031826455127,3.2452616463713797,2.9452616463713794,61.5675165250236,1.513034448835632e-14
化纤,sh000300,127,3.3004110324455236,2.032293167668971,1.2681178647765523,0.9681178647765528,48.818897637795274,0.06504690434256066
化纤,sh000905,127,3.3004110324455236,4.916938550284383,-1.6165275178388618,-1.9165275178388619,37.00787401574803,0.016245061466680713
化纤,sz399006,127,3.3004110324455236,3.9278397243836873,-0.6274286919381642,-0.9274286919381642,46.45669291338583,0.4271445433035317
区域地产,sh000300,139,4.559960980314528,1.8070404653491858,2.752920514965341,2.4529205149653417,63.30935251798561,7.808399763138947e-06
区域地产,sh000905,139,4.559960980314528,6.6586075121232,-2.098646531808672,-2.3986465318086725,37.410071942446045,0.00417138459755652
区域地产,sz399006,139,4.559960980314528,5.294672136427323,-0.7347111561127949,-1.034711156112795,50.35971223021583,0.3401081677170492
医疗保健,sh000300,445,6.1022543793219866,0.5573904724320048,5.544863906889981,5.244863906889981,77.97752808988764,5.297827432319666e-40
医疗保健,sh000905,445,6.1022543793219866,7.753135095563067,-1.6508807162410806,-1.950880716241081,35.50561797752809,6.757302064076524e-06
医疗保健,sz399006,445,6.1022543793219866,1.991663876039446,4.11059050328254,3.81059050328254,70.11235955056179,3.1679163041760274e-24
医药商业,sh000300,106,2.4898023258339257,1.4022784442118628,1.087523881622063,0.7875238816220631,59.43396226415094,0.08364238994502286
医药商业,sh000905,106,2.4898023258339257,4.437955939602189,-1.948153613768264,-2.2481536137682636,42.45283018867924,0.009158863916363863
医药商业,sz399006,106,2.4898023258339257,2.784685394902645,-0.29488306906871925,-0.5948830690687194,57.54716981132076,0.7045749738287878
半导体,sh000300,259,13.723951132867272,1.0292682888081086,12.694682844059162,12.394682844059162,83.3976833976834,3.180105298648583e-30
半导体,sh000905,259,13.723951132867272,8.163864917509642,5.56008621535763,5.260086215357629,59.84555984555985,1.206001201758213e-09
半导体,sz399006,259,13.723951132867272,3.2675986793359946,10.456352453531277,10.156352453531277,73.35907335907336,8.110281451965136e-22
塑料,sh000300,231,6.9293860642685585,0.9960478364680471,5.933338227800512,5.633338227800514,68.83116883116884,1.308815761863035e-12
塑料,sh000905,231,6.9293860642685585,6.007579211593341,0.9218068526752181,0.6218068526752176,43.722943722943725,0.21352093761476845
塑料,sz399006,231,6.9293860642685585,2.905668571205526,4.023717493063034,3.7237174930630332,61.904761904761905,3.925039267889237e-06
家居用品,sh000300,298,5.1728227503967386,1.6733447075655261,3.4994780428312127,3.1994780428312124,65.77181208053692,7.536289123694135e-12
家居用品,sh000905,298,5.1728227503967386,6.933852198050371,-1.7610294476536315,-2.061029447653632,36.91275167785235,0.00025989138603258426
家居用品,sz399006,298,5.1728227503967386,4.66110960183068,0.5117131485660593,0.2117131485660589,51.34228187919463,0.39628471306666
家用电器,sh000300,407,1.8483099077136766,1.6746952035715468,0.17361470414212968,-0.1263852958578703,44.47174447174447,0.6517316379639848
家用电器,sh000905,407,1.8483099077136766,5.118249439933911,-3.2699395322202345,-3.5699395322202347,28.992628992628994,3.3751737966076493e-12
家用电器,sz399006,407,1.8483099077136766,3.5723478440768304,-1.7240379363631537,-2.0240379363631544,38.08353808353808,0.0002604047266197734
小金属,sh000300,200,6.897857349402875,0.7941694211538683,6.103687928249007,5.803687928249007,62.0,5.393982391879751e-10
小金属,sh000905,200,6.897857349402875,5.145674744514098,1.7521826048887765,1.4521826048887767,49.5,0.03130209800212835
小金属,sz399006,200,6.897857349402875,2.5517677759866064,4.346089573416268,4.0460895734162685,60.5,2.2432213027348818e-05
工程机械,sh000300,184,4.832042746292498,1.4633608306548613,3.3686819156376373,3.0686819156376375,55.97826086956522,0.0007296451764627498
工程机械,sh000905,184,4.832042746292498,6.132152407847122,-1.3001096615546226,-1.6001096615546229,32.608695652173914,0.23136537113892536
工程机械,sz399006,184,4.832042746292498,3.4018876610131707,1.430155085279328,1.1301550852793283,51.08695652173913,0.15094402724515543
广告包装,sh000300,207,2.745056213399798,1.8523245266773716,0.8927316867224273,0.5927316867224275,45.410628019323674,0.12423760750380329
广告包装,sh000905,207,2.745056213399798,4.104394350852415,-1.3593381374526168,-1.659338137452617,43.47826086956522,0.0272452934121279
广告包装,sz399006,207,2.745056213399798,4.09136470106552,-1.3463084876657214,-1.646308487665722,43.47826086956522,0.06670185272579779
建筑工程,sh000300,528,8.521296194794132,0.8466736624698948,7.6746225323242365,7.374622532324238,70.64393939393939,2.0207667016095008e-09
建筑工程,sh000905,528,8.521296194794132,5.94901528193613,2.5722809128580018,2.2722809128580006,44.88636363636363,0.04026657715933538
建筑工程,sz399006,528,8.521296194794132,2.6923594705927627,5.82893672420137,5.52893672420137,64.20454545454545,6.13806130041629e-06
影视音像,sh000300,118,7.599408720308396,1.3046379314467016,6.294770788861696,5.994770788861695,78.8135593220339,3.9806749594592694e-14
影视音像,sh000905,118,7.599408720308396,6.459154996398752,1.140253723909644,0.840253723909644,56.779661016949156,0.13660028268357863
影视音像,sz399006,118,7.599408720308396,3.4961569347737624,4.103251785534635,3.803251785534636,65.2542372881356,2.6638157627526525e-07
文教休闲,sh000300,160,7.994363641243287,1.1116280745326166,6.88273556671067,6.582735566710672,68.125,9.160985194393271e-05
文教休闲,sh000905,160,7.994363641243287,5.511267417807783,2.4830962234355036,2.1830962234355034,48.125,0.14889677981225552
文教休闲,sz399006,160,7.994363641243287,3.2611696480948225,4.733193993148464,4.433193993148464,61.875,0.009162932318490797
新型电力,sh000300,102,6.207539173134744,0.9287627820857158,5.278776391049026,4.978776391049025,64.70588235294117,8.354040781724863e-05
新型电力,sh000905,102,6.207539173134744,7.318309861166128,-1.1107706880313868,-1.4107706880313873,34.31372549019608,0.418841404200177
新型电力,sz399006,102,6.207539173134744,2.1651200737785357,4.042419099356207,3.742419099356206,61.76470588235294,0.0033624707955342524
普钢,sh000300,130,10.034493443057338,1.4760169513962396,8.558476491661098,8.258476491661098,73.84615384615385,1.163759453982325e-06
普钢,sh000905,130,10.034493443057338,6.775124854815436,3.2593685882419012,2.959368588241901,44.61538461538462,0.057034873819944716
普钢,sz399006,130,10.034493443057338,3.515688591600667,6.518804851456671,6.218804851456669,66.92307692307692,0.00015878636745583785
服饰,sh000300,252,6.455493428474532,1.7753649736960242,4.680128454778509,4.380128454778509,63.095238095238095,2.1226330898184906e-10
服饰,sh000905,252,6.455493428474532,6.519852279010513,-0.06435885053597942,-0.36435885053597983,42.857142857142854,0.9337565784995645
服饰,sz399006,252,6.455493428474532,4.9353875379486585,1.5201058905258746,1.2201058905258744,48.41269841269841,0.05153074643740272
机械基件,sh000300,291,5.134612663527367,1.506019315846467,3.628593347680899,3.3285933476808998,63.57388316151202,5.110534204623454e-07
机械基件,sh000905,291,5.134612663527367,5.547145487298611,-0.41253282377124456,-0.712532823771245,43.6426116838488,0.5427362428981205
机械基件,sz399006,291,5.134612663527367,3.2506574282581213,1.883955235269245,1.5839552352692452,54.63917525773196,0.009981384165743777
染料涂料,sh000300,143,9.57466729490599,0.9269098600887377,8.647757434817253,8.347757434817252,72.72727272727273,8.47336125232291e-09
染料涂料,sh000905,143,9.57466729490599,5.856786048581796,3.7178812463241946,3.4178812463241943,50.349650349650354,0.005950651699882658
染料涂料,sz399006,143,9.57466729490599,3.109056972685827,6.465610322220163,6.165610322220163,64.33566433566433,4.06336381372153e-05
水力发电,sh000300,144,3.563431521215044,2.0230987888621574,1.540332732352886,1.240332732352886,52.77777777777778,0.010269384423864925
水力发电,sh000905,144,3.563431521215044,7.062736708981435,-3.49930518776639,-3.79930518776639,31.25,3.50897658207638e-07
水力发电,sz399006,144,3.563431521215044,4.91495928660364,-1.3515277653885964,-1.651527765388597,46.52777777777778,0.08868216707541367
汽车配件,sh000300,722,4.05675952809341,1.1340679273370442,2.9226916007563664,2.6226916007563665,59.2797783933518,3.939809691638685e-13
汽车配件,sh000905,722,4.05675952809341,6.277853418716108,-2.2210938906226985,-2.5210938906226987,35.87257617728532,1.6144544167709134e-07
汽车配件,sz399006,722,4.05675952809341,2.915869235830306,1.1408902922631048,0.8408902922631047,51.52354570637119,0.0054970288598219065
火力发电,sh000300,148,7.121097296167003,1.3417172409507656,5.779380055216237,5.479380055216237,78.37837837837837,4.873763113891517e-15
火力发电,sh000905,148,7.121097296167003,7.150256700557013,-0.029159404390010253,-0.32915940439001057,45.94594594594595,0.9715353457277792
火力发电,sz399006,148,7.121097296167003,2.942939545770075,4.178157750396927,3.878157750396927,75.67567567567568,4.5454156880250794e-07
煤炭开采,sh000300,128,7.082406622400461,1.2752576595167808,5.80714896288368,5.50714896288368,82.03125,1.9036190685539128e-19
煤炭开采,sh000905,128,7.082406622400461,7.0171038784588875,0.06530274394157431,-0.23469725605842595,43.75,0.9346181603719675
煤炭开采,sz399006,128,7.082406622400461,2.804013295628593,4.278393326771869,3.9783933267718687,75.78125,4.7910259097729045e-09
环境保护,sh000300,437,5.861309158191372,1.190988416066743,4.6703207421246296,4.37032074212463,70.48054919908466,8.577637025873339e-18
环境保护,sh000905,437,5.861309158191372,6.127273552343067,-0.2659643941516948,-0.565964394151695,41.64759725400457,0.631368594211118
环境保护,sz399006,437,5.861309158191372,3.3060078394561616,2.5553013187352103,2.2553013187352104,59.03890160183066,1.6356770843668932e-05
生物制药,sh000300,240,5.076374621539845,0.4639173349087392,4.612457286631106,4.312457286631106,73.75,1.118381622905693e-14
生物制药,sh000905,240,5.076374621539845,7.854791352434671,-2.778416730894825,-3.078416730894826,30.416666666666664,3.2764979463755764e-06
生物制药,sz399006,240,5.076374621539845,1.8133606245114275,3.2630139970284184,2.963013997028418,66.25,7.025887518414315e-08
电器仪表,sh000300,315,6.303982269930606,1.3697763328542127,4.934205937076394,4.634205937076394,73.01587301587301,7.938437209209268e-17
电器仪表,sh000905,315,6.303982269930606,6.785840943628018,-0.481858673697412,-0.7818586736974122,44.12698412698413,0.34471357693305305
电器仪表,sz399006,315,6.303982269930606,3.7600515716397616,2.5439306982908443,2.243930698290844,66.03174603174602,4.609026036504791e-05
电气设备,sh000300,1045,7.674923897084939,0.8028671197469468,6.872056777337993,6.572056777337992,67.36842105263158,4.053070170217424e-42
电气设备,sh000905,1045,7.674923897084939,5.8603987829930215,1.814525114091917,1.5145251140919167,45.07177033492823,0.0001362400574287421
电气设备,sz399006,1045,7.674923897084939,2.7555494515173384,4.919374445567601,4.6193744455676,61.62679425837321,9.6041799225447e-22
百货,sh000300,184,2.447493891379247,2.2572702473524884,0.19022364402675832,-0.10977635597324147,36.95652173913043,0.7510668367458038
百货,sh000905,184,2.447493891379247,3.4265064408433745,-0.9790125494641283,-1.279012549464128,28.804347826086957,0.11431784135185905
百货,sz399006,184,2.447493891379247,4.679174860064367,-2.2316809686851204,-2.5316809686851203,32.065217391304344,0.001910710246645031
矿物制品,sh000300,138,8.819229968189783,0.13666971948664922,8.682560248703131,8.382560248703133,83.33333333333334,3.582264749483651e-15
矿物制品,sh000905,138,8.819229968189783,6.935605016953445,1.8836249512363359,1.5836249512363356,50.72463768115942,0.062131552724393996
矿物制品,sz399006,138,8.819229968189783,1.52285754622042,7.296372421969362,6.996372421969362,77.53623188405797,3.769578031301045e-12
纺织,sh000300,162,4.818419835552794,2.0170370107043416,2.8013828248484525,2.5013828248484526,66.0493827160494,7.118241258142649e-07
纺织,sh000905,162,4.818419835552794,5.367765642880733,-0.5493458073279402,-0.8493458073279402,48.148148148148145,0.39749997550460536
纺织,sz399006,162,4.818419835552794,4.549331384496402,0.2690884510563914,-0.030911548943608723,50.0,0.67823829195214
证券,sh000300,102,0.5274183900181438,0.8114132776821764,-0.28399488766403275,-0.5839948876640325,38.23529411764706,0.6276814821089342
证券,sh000905,102,0.5274183900181438,9.203770123613046,-8.676351733594904,-8.976351733594901,14.705882352941178,3.0426558067997927e-19
证券,sz399006,102,0.5274183900181438,1.857361486573006,-1.3299430965548622,-1.6299430965548622,23.52941176470588,0.02609471513392509
路桥,sh000300,100,1.0626183893735786,1.719975240096689,-0.6573568507231097,-0.9573568507231098,45.0,0.17684987153413032
路桥,sh000905,100,1.0626183893735786,7.063352041204398,-6.000733651830821,-6.300733651830821,28.999999999999996,1.9984074975606242e-11
路桥,sz399006,100,1.0626183893735786,3.36320500532828,-2.300586615954701,-2.6005866159547013,42.0,0.0007756253544535027
软件服务,sh000300,536,8.1683292333013,1.3352650008838747,6.833064232417426,6.533064232417427,78.17164179104478,4.427645517483634e-40
软件服务,sh000905,536,8.1683292333013,8.789749772591664,-0.6214205392903629,-0.9214205392903633,37.5,0.15914737362440523
软件服务,sz399006,536,8.1683292333013,3.6004823849205434,4.567846848380758,4.267846848380758,65.11194029850746,6.36626779451444e-19
运输设备,sh000300,175,3.553504129980005,1.4931305581019865,2.060373571878018,1.7603735718780185,53.714285714285715,0.0022166542645943614
运输设备,sh000905,175,3.553504129980005,5.313992560971388,-1.7604884309913833,-2.060488430991383,35.42857142857142,0.00428598035382104
运输设备,sz399006,175,3.553504129980005,3.2112539436778325,0.34225018630217263,0.04225018630217274,50.28571428571429,0.66142582892021
通信设备,sh000300,238,6.784398399536008,1.5896361455983525,5.194762253937657,4.894762253937657,69.32773109243698,1.840902071729499e-15
通信设备,sh000905,238,6.784398399536008,6.008464073049147,0.775934326486861,0.4759343264868609,43.69747899159664,0.1943008711988212
通信设备,sz399006,238,6.784398399536008,4.052037382056224,2.7323610174797848,2.4323610174797845,56.72268907563025,6.417062389712827e-05
铝,sh000300,141,7.65089423299279,1.8658112521082761,5.785082980884513,5.485082980884513,75.88652482269504,4.551133527003853e-12
铝,sh000905,141,7.65089423299279,5.965006411736782,1.6858878212560067,1.3858878212560062,55.319148936170215,0.010575877350083076
铝,sz399006,141,7.65089423299279,4.602202443153895,3.048691789838894,2.748691789838894,61.702127659574465,0.0004722878299622176
银行,sh000300,267,-1.5403566306032686,1.0278817776580276,-2.5682384082612963,-2.8682384082612957,31.835205992509362,6.153399260565186e-09
银行,sh000905,267,-1.5403566306032686,6.194239022487532,-7.7345956530908,-8.034595653090802,22.47191011235955,5.100669857488661e-31
银行,sz399006,267,-1.5403566306032686,3.4178732133026264,-4.958229843905895,-5.258229843905895,26.591760299625467,2.371329193848946e-16
食品,sh000300,336,4.644293500494974,1.3944362127099146,3.2498572877850593,2.9498572877850586,66.96428571428571,7.834377088567633e-15
食品,sh000905,336,4.644293500494974,6.84675625275158,-2.2024627522566056,-2.502462752256606,35.41666666666667,1.1781125484728936e-06
食品,sz399006,336,4.644293500494974,3.231381372727419,1.412912127767554,1.112912127767554,54.761904761904766,0.0020681888059678887
