ts_code,trade_date,industry,total_mv,pe,pe_ttm,buy_score,sell_score,quadrant,v7c_recommend,r10_pred,r20_pred,sell_10_v6_prob,sell_20_v6_prob,mfk_pyramid_top_heavy,pyr_velocity_20_60,f1_neg1,f2_pos1,main_net_5d
600528.SH,20260420,运输设备,1906091.2625,10.7688,13.193,60.75107919123525,5.60870926531715,中性区,False,0.9479986745761271,-0.22477771415509884,0.24730451118380578,0.03314619445740243,0.31412456196944366,0.05521359394375058,-0.0011037000000000035,-0.002768399999999945,-0.009763600000000029
600529.SH,20260420,医疗保健,1394253.2514,14.7854,18.2252,57.72661809722404,0.0,中性区,False,0.9479986745761271,-1.3442055068293859,0.14113112084470014,0.02955638810822678,0.21347026994459947,-0.047152476151914896,0.0,0.008076300000000003,-0.00196019999999999
600530.SH,20260420,医疗保健,540894.16,177.4508,211.9639,64.01602950702981,9.969700061274587,中性区,False,0.8398218787459816,1.5666130224835564,0.2666949799998681,0.09172579959820747,0.06710876069198353,-0.060663666579628434,-0.0,0.0015122000000000297,-0.0015286999999999788
600531.SH,20260420,铅锌,2252856.4064,27.9101,25.7869,53.93967860378039,62.443886385539486,中性区,False,0.931140022358142,-2.292917576842224,0.554828563612386,0.5392638404206621,0.2876398581547306,-0.16170901238690338,0.0646021999999999,-0.07200749999999995,0.15468329999999994
600533.SH,20260420,区域地产,281400.0,,,64.32653956149369,16.32876454107791,中性区,False,0.8398218787459816,1.6900718201383955,0.3258794039913099,0.11341664263539168,0.09750531198377312,-0.020474036156301903,0.000520500000000001,-0.0003695000000000009,0.009838800000000007
600535.SH,20260420,中成药,2297695.1077,24.0449,20.9308,59.891071470287116,0.0,中性区,False,0.9479986745761271,-0.5667167840040759,0.12998549021522177,0.017754158842776677,0.17943705439760954,-0.04850445514566867,0.001149400000000017,0.004437500000000001,0.002552599999999997
600536.SH,20260420,软件服务,4499917.5483,,,42.92462714377653,16.298586952637987,中性区,False,0.8229632265279965,-4.873383431788305,0.3395159340529582,0.095685005213017,0.314699939345316,-0.06449564532819918,0.0,-0.01331599999999993,0.03358680000000004
600537.SH,20260420,电气设备,396544.531,,,43.295173334285494,62.58226229659694,中性区,False,0.8229632265279965,-4.77555923749394,0.5346727644963932,0.5712610951587292,0.34005796974384833,0.0572486911804731,0.0006569999999999458,-0.011009699999999966,0.011666699999999947
600538.SH,20260420,医药商业,377947.0089,,,50.572671517712386,34.27524275950622,中性区,False,0.9359090741000039,-3.1962458610945843,0.4535030832329696,0.22454645118273298,0.2732074611176556,-0.04802467663883858,-0.0018394000000000019,0.023066100000000003,-0.0281063
600539.SH,20260420,互联网,258060.0,,,61.74550256006668,89.65136054594174,中性区,False,0.8229632265279965,0.7407207758236651,0.764092172129373,0.7111954264854945,0.33767324152290445,0.051976641714175154,0.0026960999999999925,-0.010806400000000006,0.029557599999999996
600540.SH,20260420,种植业,283711.9565,,,59.48816402055459,33.41328919156595,中性区,False,0.9359090741000039,-0.6717886443972377,0.4130334128723495,0.2627063394068264,0.14025547827943408,-0.05114993238579421,0.0030239999999999998,0.011737400000000016,-0.007137199999999992
600545.SH,20260420,纺织机械,470220.9144,,,54.031743140958426,87.71926527247479,中性区,False,0.8229632265279965,-1.941104808532287,0.6670180340251978,0.8195659522252662,0.2784739661473699,-0.03338915445855639,0.026803399999999998,-0.02130340000000003,0.038370099999999976
600546.SH,20260420,煤炭开采,2160877.1926,9.5261,17.5263,57.055658842806864,37.679308333953706,中性区,False,0.931140022358142,-1.4702987937392342,0.3857980213498689,0.3620479929662624,0.22707970779167672,-0.02360325057512519,0.0006782000000000202,-0.0012182000000000109,-0.015367100000000048
600547.SH,20260420,黄金,25695747.1724,87.0585,53.0698,59.156895838396636,38.848715182703074,中性区,False,0.8229632265279965,-0.2885092567123423,0.4939605415955949,0.2428171180893331,0.3930014359052178,-0.15697131232739286,-0.0784492999999999,-0.04022399999999996,0.021248500000000066
600548.SH,20260420,路桥,2286608.3704,19.9695,18.4208,69.14098097954792,0.0,中性区,False,1.0440858699301494,2.6729248874197693,0.09566582382920695,0.017070663332921468,0.15908202540925867,-0.02502100703294427,-0.0,-0.0017336000000000038,0.004382899999999999
600549.SH,20260420,小金属,10400274.7461,60.1891,49.3528,36.22820800665977,82.82188818993272,中性区,False,0.8229632265279965,-6.6412380839871314,0.6483911441312677,0.7606915540836232,0.5586514909700094,-0.03354065729912592,-0.05432120000000007,-0.5016870999999998,0.4360412
600550.SH,20260420,电气设备,2784391.0618,289.0672,176.3854,32.1676761287261,73.8753177398462,中性区,False,0.8229632265279965,-7.71321849976162,0.607471381131966,0.6632475665610763,0.22697783188428888,-0.09588668438902459,-0.009738100000000005,-0.10602699999999997,0.04961670000000003
600551.SH,20260420,出版业,589908.0579,14.7649,14.2022,64.98465442932729,0.0,中性区,False,1.0440858699301494,1.020369451052049,0.13422209364405588,0.031368964617677644,0.1951359726001673,-0.07522236145305913,-0.0,-0.0006732999999999993,-0.004939799999999973
600552.SH,20260420,元器件,1464140.6857,104.4633,93.2579,43.98102954636142,69.8453881877185,中性区,False,0.8229632265279965,-4.594493197505895,0.6404615984717603,0.5439351543452637,0.3508712434030971,-0.014830512705881371,-0.0,-0.13494360000000002,0.07319489999999998
600556.SH,20260420,互联网,1357618.4791,263.6754,624.8074,44.82765961981636,45.08914687804986,中性区,False,0.8229632265279965,-4.370982858113791,0.4628168478970641,0.37712035854341003,0.17932944841645276,-0.035319175517129126,0.009314000000000003,0.03158570000000002,-0.021106900000000057
600557.SH,20260420,中成药,867355.2908,22.1342,37.0097,58.49934202735814,0.0,中性区,False,0.8398218787459816,-0.6268219194338993,0.1298058049760961,0.013367024549380156,0.13935417392865604,-0.0349363240772991,0.0,0.0018861999999999987,0.0030554000000000397
600558.SH,20260420,钢加工,587033.5595,37.8783,27.8471,57.09051732926037,1.7351022624677157,中性区,False,0.8398218787459816,-1.184628379076859,0.196502210821205,0.055470754015982934,0.20992378426689398,-0.01006660155570041,-7.019999999999982e-05,0.0,-0.009946700000000013
600559.SH,20260420,白酒,1436153.4871,18.2462,22.7549,61.86641378768549,0.0,中性区,False,0.9479986745761271,0.21867932139351803,0.16195033495354752,0.013504577775361353,0.1417850594103471,-0.05079864529288593,0.0034328000000000574,0.0,-0.008999500000000079
600560.SH,20260420,电气设备,386906.715,73.5448,74.9643,60.714902354142126,5.866236856934123,中性区,False,0.8398218787459816,0.2540848664954125,0.25039484228320946,0.03960612755409156,0.08368455932882958,-0.0430420726192577,-0.0033598,0.0,-0.007178100000000007
600561.SH,20260420,公共交通,198849.2832,180.2511,,70.25542077520926,15.323076676878848,理想多,False,0.9359090741000039,3.609272641253458,0.3375040338659962,0.08340565592496332,0.07525765324005775,-0.021969913567076046,-0.0,0.005199899999999997,-0.0034352999999999936
600562.SH,20260420,通信设备,3756619.966,59.6513,59.253,52.86485809152218,46.25410487787464,中性区,False,0.8229632265279965,-2.249162461583453,0.5482693543412227,0.28658787864481233,0.2400672841833532,-0.03921224201028192,-0.000276299999999992,-0.016126099999999963,0.017201799999999972
600563.SH,20260420,元器件,2609775.0,25.1134,22.6519,35.69541773273266,68.71968241738126,中性区,False,0.931140022358142,-7.109402446798825,0.5429579692363835,0.6671280556658811,0.5039869186591824,0.05627563403697078,0.096342,-0.018842799999999955,0.12441929999999995
600566.SH,20260420,中成药,2502371.0102,9.8847,15.155,52.6282135668159,6.036466705099158,中性区,False,0.9479986745761271,-2.690184302857134,0.2486211797288446,0.05483413292763737,0.21754538068490042,-0.019015073295623297,-0.0012706000000000006,-0.0159818,-0.0016546999999999656
600567.SH,20260420,造纸,1059652.1554,,,59.58342056582589,0.0,中性区,False,0.8398218787459816,-0.19579229253912317,0.1434408777769949,0.027575402211509552,0.7849769073118155,-0.020343299174396368,-0.0,0.0,0.009156900000000027
600569.SH,20260420,普钢,732467.4534,,,57.26226114209034,17.009571093836342,中性区,False,0.8398218787459816,-1.1186852794163757,0.3273313689410915,0.12192574663426319,0.1632277772590186,-0.0014400974702370173,0.0033621000000000033,-0.001123099999999987,0.009791400000000028
600570.SH,20260420,软件服务,6082054.3424,58.2983,57.765,40.169413389209275,16.81075966812396,中性区,False,0.8229632265279965,-5.600759862994062,0.3395159340529582,0.10347003048840381,0.3214235937687805,-0.0616443058322807,0.019873500000000065,-0.0008405999999998885,-0.009627800000000167
600571.SH,20260420,软件服务,771756.8014,106.9319,76.8876,54.478688225351846,10.25935591204008,中性区,False,0.8398218787459816,-1.874151262508709,0.29117802154281786,0.06511671590877326,0.23040695691920476,-0.027137443024456365,-0.0,0.0,-0.0064283000000000794
600572.SH,20260420,中成药,1188924.4461,19.1017,17.281,48.53702921570275,14.502629493971785,中性区,False,0.931140022358142,-3.7192170152947197,0.27365841789615386,0.15180597230657625,0.32807171631716353,-0.029720230787950386,0.039289700000000004,0.008321899999999924,0.05821810000000008
600573.SH,20260420,啤酒,301750.0,46.5447,36.0452,63.563321706679254,22.243435485209552,中性区,False,0.9359090741000039,0.9484940516059277,0.41368049225394354,0.0921049291868567,0.17768079177147303,0.008025255801044073,0.0079148,0.003200300000000005,0.004910699999999997
600575.SH,20260420,火力发电,2472543.2987,28.8243,32.2055,63.602499527516215,2.473981393870779,中性区,False,0.9359090741000039,0.9640711531707057,0.20968777672644934,0.016634948449651507,0.20744911716868888,-0.07100971171146458,0.011961200000000002,-0.0,0.036511199999999966
600576.SH,20260420,旅游景点,694947.422,47.4204,36.0818,60.56197277867065,2.808018323673056,中性区,False,0.8398218787459816,0.19328006728795583,0.21369621988407667,0.04344578587528059,0.15992452854365047,0.014707848653638611,0.001879699999999992,0.005207600000000003,-0.00020209999999997548
600577.SH,20260420,电气设备,3114286.5195,55.4431,52.1886,36.40699218158763,50.05141490753414,中性区,False,0.8229632265279965,-6.594039061806176,0.5078887826890524,0.39545571518838596,0.4166676481918551,-0.03142034780394093,-0.0,-0.006504399999999932,-0.08802780000000004
600578.SH,20260420,火力发电,3641873.8322,21.1346,10.4721,63.20943929839568,3.591584946490166,中性区,False,1.0440858699301494,0.31454391499364465,0.22309901935788198,0.04142984052543379,0.18752437418922271,-0.006788694993106165,0.0,0.0014066000000000016,-0.004765599999999994
600579.SH,20260420,化工机械,435849.4702,,,64.24929027550328,3.6139403780098016,中性区,False,0.8398218787459816,1.6593575040286104,0.20089646723168506,0.07846303525228124,0.08214097050215059,-0.03540291254009846,0.000276500000000007,0.0013580999999999999,-0.003895899999999982
600580.SH,20260420,电气设备,6979541.0391,88.0338,71.7179,35.90074643196073,30.303934258223975,中性区,False,0.8229632265279965,-6.727687939707679,0.4389853240365473,0.18257172361204455,0.2442774211614866,-0.030672678907636086,-0.019873900000000024,-0.037766800000000135,-0.052870700000000395
600582.SH,20260420,专用机械,2499707.6908,9.5347,8.9723,62.65761813239792,0.0,中性区,False,0.9479986745761271,0.5332621688511805,0.12970868333171556,0.006320045226587566,0.2566374921732502,-0.03297580001603656,-0.0,0.0,-0.0015777000000000395
600583.SH,20260420,石油开采,2904830.1036,13.4396,14.3681,51.75352274274288,26.12338911347222,中性区,False,0.931140022358142,-2.870062724156126,0.3470576843901215,0.23546911429729048,0.31520155600962557,-0.08890880211487362,-0.0057825000000000255,0.0640858,-0.08356090000000002
600584.SH,20260420,半导体,8465720.3307,52.596,56.933,40.96439857842094,60.76641094602097,中性区,False,0.8229632265279965,-5.390883773042182,0.5640622550673283,0.4961975252178875,0.38445728435688636,-0.11205148087026195,0.05049450000000011,-0.19166469999999974,0.3261413999999998
600585.SH,20260420,水泥,12617639.4406,16.3948,14.3347,56.75496674311681,1.4699030629132086,中性区,False,0.931140022358142,-1.5496815080574082,0.1976388367549585,0.020182021552734845,0.34997998702741623,-0.012111015259916258,0.056803200000000005,-0.0,0.3534533000000001
600586.SH,20260420,玻璃,914182.8165,151.164,,46.032532285517995,31.125532169660005,中性区,False,0.8229632265279965,-4.05289647436856,0.40200265112582284,0.24190473088612316,0.24669766566760498,0.01275692595079353,0.0036032999999999994,-0.015559499999999995,0.002614
600587.SH,20260420,医疗保健,1003390.084,14.508,19.7161,58.996699637656214,0.0,中性区,False,0.9479986745761271,-0.9223190246581214,0.13952561482108733,0.017290005670623568,0.27380375641432153,0.001939207355952599,0.0024269999999999964,0.0,-0.006297799999999996
600588.SH,20260420,软件服务,5327098.9606,,,42.51081882020806,27.520120048384218,中性区,False,0.8229632265279965,-4.982628829210382,0.40131168461950734,0.18797769088406413,0.2638160001385641,-0.05687014623036227,0.009912399999999998,-0.0010461000000001309,0.007532700000000073
600589.SH,20260420,软件服务,1564842.0641,,358.0346,31.91471590055042,79.12004474378799,中性区,False,0.8229632265279965,-7.9832403411744215,0.5911627110259089,0.7794741446526688,0.23227986905965786,-0.12228586850579864,-0.07075930000000002,0.06221120000000011,-0.14892770000000005
600590.SH,20260420,通信设备,955214.12,,,34.7482602489829,97.76469007471377,中性区,False,0.8229632265279965,-7.031944292013826,0.7617768997083612,0.8573857590760326,0.35936695189958384,-0.014085295831386624,-0.05160650000000001,-0.1857544000000001,0.1341479
600592.SH,20260420,机械基件,980504.4632,78.2451,127.9044,52.68693901732751,18.78154660436964,中性区,False,0.8398218787459816,-2.347173053427133,0.3700257750587983,0.09478019331194065,0.18619859599261332,-0.053635294090980334,-0.005085000000000008,0.013471299999999931,-0.03176519999999999
600593.SH,20260420,旅游景点,611134.825,,,53.876019598688444,27.96120834664462,中性区,False,0.8398218787459816,-2.033255779947849,0.4501923822953531,0.13276668262821764,0.12545791926521432,-0.05597679847081946,-0.0026167000000000004,0.004031199999999992,-0.008345000000000002
600594.SH,20260420,中成药,337361.0724,,,36.28441726400164,53.594786950503604,中性区,False,0.8618938265585376,-6.7442621245450125,0.485183202301609,0.4856662202865035,0.24734857679328198,0.026825213893110766,-0.012023199999999994,-0.014163700000000012,0.0021405000000000026
600595.SH,20260420,铝,3955802.3475,56.2155,33.9942,54.85143176943149,52.476784406679954,中性区,False,0.8229632265279965,-1.724707010615397,0.4968566260356772,0.4488683540385739,0.3150806458398413,-0.0032243369373552433,0.04109739999999998,0.033507900000000014,0.007589500000000013
600596.SH,20260420,化工原料,1800362.4634,350.2179,,58.34047458237866,32.39249515437848,中性区,False,0.8229632265279965,-0.613118348105092,0.3765654744552195,0.29338299203660817,0.2523138652959058,-0.005393933252156591,-0.007064500000000011,0.004431899999999989,-0.025577000000000003
600597.SH,20260420,乳制品,1098643.5891,15.2157,15.8558,71.63301421747451,0.0,理想多,False,0.9479986745761271,4.101879652277633,0.10980169493541157,0.00465332165635542,0.19492956387495194,-0.05072074518448738,-0.0,0.0,-0.0023877000000000316
600598.SH,20260420,种植业,2833621.7749,26.0632,25.8407,45.040050918401626,22.05877257525137,中性区,False,0.931140022358142,-4.642419285782218,0.3599637349360829,0.15733927889144914,0.33712857670880914,-0.006537187204802175,0.0,-0.0,-0.010354999999999935
600600.SH,20260420,啤酒,8443003.6039,19.4316,18.2376,58.432268190482155,0.8397789557541651,中性区,False,0.931140022358142,-1.0698677006018777,0.19007734746904997,0.030469028759522895,0.379815540319948,0.024598556197635013,-0.0,0.0,-0.005076000000000027
600601.SH,20260420,元器件,5209692.5793,202.4047,143.1034,31.91471590055042,80.42630083935708,中性区,False,0.8229632265279965,-10.744095940050348,0.6522762967857039,0.7128309928203191,0.5181579919835665,0.012074778428283417,0.020287999999999935,-0.7184019000000001,0.7040238
600602.SH,20260420,软件服务,2755862.0118,136.1636,145.2949,31.91471590055042,89.29911501804673,中性区,False,0.8229632265279965,-7.782618812887341,0.6838824621063798,0.8226368132282654,0.2873938105265808,-0.006558685674882103,-0.037409800000000076,-0.015481799999999914,0.020509399999999962
600603.SH,20260420,区域地产,809077.1644,15.8987,19.9632,60.403950169282616,30.817191556659672,中性区,False,1.0440858699301494,-0.8009185627417106,0.3801278204556406,0.26492607241741556,0.2855112990566501,-0.0036686098329331562,-0.0016119000000000012,0.009032400000000005,-0.0089193
600604.SH,20260420,园区开发,1035937.5566,339.3076,,62.42388426522258,0.0,中性区,False,0.8398218787459816,0.933576074341004,0.15874435153162453,0.03060792436410316,0.25986569737851617,-0.03663795411771656,0.002580299999999999,0.0008296000000000132,0.0013748000000000163
600605.SH,20260420,房产服务,604820.0818,63.5966,263.2561,55.37478567705229,64.29906706992682,中性区,False,0.8229632265279965,-1.5865415790035065,0.5622755114385017,0.5609928303209095,0.4898979707394411,0.037266429644618404,-0.00687640000000002,-0.013710299999999976,0.006833899999999971
600606.SH,20260420,全国地产,2333000.2401,,,56.33747624226734,4.173839809302456,中性区,False,0.8398218787459816,-1.3834312260430195,0.21442378651254393,0.06983890218550835,0.4556357858684215,-0.012085025000981131,-0.004713800000000001,0.005633100000000002,-0.008298999999999987
600609.SH,20260420,汽车配件,643147.3691,16.8418,23.7719,63.07596674354453,0.2842247546609283,中性区,False,0.9479986745761271,0.6995975766430698,0.18341069705593113,0.025070989681389905,0.22037616384769368,-0.05918309572588859,0.009473099999999988,0.0029153999999999803,0.009479800000000014
600610.SH,20260420,化工原料,1283386.9768,,278.367,60.511413283490384,41.38713465025226,中性区,False,0.8398218787459816,0.17317761200428194,0.4845805001845323,0.2932824797834267,0.14913634692480104,-0.03643886827952719,0.0032407999999999777,0.0006195999999999992,0.007443699999999979
600611.SH,20260420,公共交通,1385375.9983,65.4827,160.8431,66.51246008546957,0.0,中性区,False,0.8398218787459816,2.559193820471203,0.12528529385114173,0.014624320251443198,0.2163969636302262,-0.024420607109732623,0.00024369999999999934,-0.000621000000000002,0.006406000000000002
600612.SH,20260420,服饰,2518812.0337,12.9183,15.6304,60.887348721387326,0.0,中性区,False,0.9479986745761271,-0.17059694896663108,0.13226434505252685,0.01929487208202506,0.17721508249822251,-0.161241911395409,-0.0,0.0,-0.0034914000000000065
600613.SH,20260420,中成药,348748.7731,48.8525,55.9467,60.98937277030703,19.730648192603063,中性区,False,0.8398218787459816,0.36321430396257803,0.3511363443023054,0.13313314974464635,0.10639877003971292,0.014940789681136157,0.0019091999999999954,0.00044249999999997606,0.001466700000000003
600615.SH,20260420,铝,287671.3778,328.5036,290.3695,71.54343318266139,19.89184082551472,理想多,False,0.8398218787459816,4.559508723914671,0.3728607164560054,0.1080657397035503,0.1122823042616933,-0.026822699770395086,0.00035170000000000687,0.0005876000000000002,0.0010326000000000014
600616.SH,20260420,红黄酒,379994.8116,659.554,147.0867,65.15304757746007,0.0,中性区,False,0.8398218787459816,2.0186914072866267,0.14513534143893955,0.015564423597099381,0.09660595503302681,-0.07902356097893375,0.0022197999999999996,-0.00037830000000000047,0.005565099999999997
600617.SH,20260420,供气供热,642420.8614,,,61.6133204229285,18.223577937595106,中性区,False,0.8787524787765227,0.43378664096433506,0.30990574754341854,0.1624511044297821,0.1839942048839333,-0.0046871440945842335,0.012215000000000002,0.0,0.006836799999999995
600618.SH,20260420,化工原料,1778543.1631,22.588,22.412,63.45594461828404,14.951927314466094,中性区,False,0.9479986745761271,0.8506767796395026,0.33310766333042086,0.08333292162801823,0.2261153598579344,-0.044080085895037424,-0.0,0.000996899999999999,0.002992200000000015
600619.SH,20260420,家用电器,2133808.6791,630.3989,321.0145,45.20115345970355,36.544642060829716,中性区,False,0.8229632265279965,-4.272380484383574,0.4573723925550694,0.2541401954215238,0.20374235713999497,0.0014141965625950326,0.009107699999999972,-0.011955899999999995,0.008737000000000042
600620.SH,20260420,综合类,488227.4273,152.2023,78.5803,60.59332315281662,9.902599711669698,中性区,False,0.8398218787459816,0.20574497604839206,0.258797556410885,0.10070927749692507,0.056635435024882844,-0.048242281626776455,0.0006486000000000011,-8.599999999999996e-06,0.002281700000000002
600621.SH,20260420,证券,1705926.0615,46.688,30.0842,57.921075368280526,1.9440131193807337,中性区,False,0.8398218787459816,-0.8567407430831595,0.2033281574325688,0.029073759415238185,0.30779694108915795,-0.08142461843518067,-0.0,0.0,0.0064498000000000185
600622.SH,20260420,区域地产,430409.7104,,,58.62336097784102,1.28857359389898,中性区,False,0.8398218787459816,-0.5775119847219056,0.16799117537718225,0.0695863186272645,0.3017905645454429,-0.07636259624756664,-0.0018285000000000003,0.0016590000000000025,-0.007438700000000019
600623.SH,20260420,化工原料,2044286.5226,22.449,29.0973,61.324769050589666,26.38474518681758,中性区,False,0.8229632265279965,0.573437132455605,0.41486908485781065,0.1535472860197337,0.34411679698371933,-0.018446062343196346,0.0054858000000000025,0.0034467999999999825,-0.010309700000000005
600626.SH,20260420,汽车配件,670938.2908,116.541,78.5726,64.93646364207295,1.9770723996252622,中性区,False,0.8398218787459816,1.932577634576709,0.20372486879550314,0.04677991624658462,0.1608645725312949,-0.0052746796485274305,0.003563600000000007,0.00011880000000000096,0.0033684999999999818
600628.SH,20260420,百货,527850.3133,75.3734,76.4126,63.38999538537043,0.0,中性区,False,0.8398218787459816,1.3177018557117877,0.1519210290697825,0.018419525454984622,0.1633324048621804,-0.03492927636998336,0.0,-0.0,0.017901099999999996
600629.SH,20260420,建筑工程,2016363.7334,51.5018,67.6945,40.95295031784016,51.66288063989177,中性区,False,0.8229632265279965,-5.3939061138355076,0.5200913383562701,0.4044934238084127,0.35417998736764034,0.013068952050401317,-0.019686000000000054,-0.004484900000000007,-0.021737100000000037
600630.SH,20260420,服饰,407017.4099,101.7753,128.6943,66.0088921204661,0.0,中性区,False,0.8398218787459816,2.3589751975858273,0.15721183739082736,0.02625031960784902,0.1346328934417514,-0.10208135119911269,-0.00021509999999999992,0.0,0.002192499999999901
600633.SH,20260420,互联网,2018774.5594,39.4654,35.3182,54.21059076952781,24.418073904605677,中性区,False,0.8229632265279965,-1.893889034589968,0.38229824033843024,0.16491028558799464,0.2637838319984499,-0.020319436750620312,0.0017316000000000102,0.021048499999999932,-0.020606000000000065
600635.SH,20260420,供气供热,2013560.4484,86.3637,34.5628,57.97763625013174,7.631004963431817,中性区,False,0.8398218787459816,-0.8342521364591154,0.2715720595611818,0.0411460048781981,0.2038235132797868,-0.05545696021412366,-0.0002858000000000054,0.005645799999999969,-0.006127799999999987
600637.SH,20260420,影视音像,3993936.9826,59.7258,81.246,51.2235942685832,13.286907207280024,中性区,False,0.8229632265279965,-2.682456110839346,0.28335955496427717,0.12103888659590524,0.2678782543066551,-0.1019848746476904,0.002303399999999993,-0.032114700000000045,0.03595449999999993
600638.SH,20260420,区域地产,486865.8763,59.5857,29.9254,56.71220972504434,0.0,中性区,False,0.8398218787459816,-1.2845015865898912,0.1659018897365895,0.0463937651627956,0.14882627641268595,-0.05582539019314256,0.0016439999999999998,0.003950800000000008,-0.0010075000000000101
600639.SH,20260420,园区开发,1194247.3182,11.9192,12.5744,63.492831831696606,0.0,中性区,False,1.0440858699301494,0.42722078623408993,0.13522713795615623,0.03493044690978669,0.19048756492755023,-0.04134610527932847,0.004861399999999998,0.010564100000000003,-0.00773230000000001
600640.SH,20260420,影视音像,1100447.485,724.8846,512.1255,57.54892750232567,15.834821520993732,中性区,False,0.8398218787459816,-1.0047067345868093,0.3362876024809625,0.09272499064321882,0.14086940827936653,-0.06415337320560419,-0.001445599999999994,0.003412299999999959,-0.000591000000000062
600641.SH,20260420,半导体,1781225.6669,165.6346,112.819,34.95999748695597,93.4707409312077,中性区,False,0.8229632265279965,-6.976045661188936,0.7784994441831131,0.7572858555873563,0.4614664521943919,0.06625152298977172,-0.03050720000000001,-0.17319259999999995,0.14268540000000005
600642.SH,20260420,火力发电,4062085.8821,10.2985,10.2106,63.321751824210445,0.0,中性区,False,0.931140022358142,0.8741909921684894,0.1773151595552307,0.03199667252049902,0.15586226493758967,-0.01596378698796458,0.0,0.0065590000000000075,-0.005758400000000013
600643.SH,20260420,多元金融,814110.2676,,,59.20584664579813,35.59367806027019,中性区,False,0.8398218787459816,-0.3459156831421573,0.39098255902447,0.3237793317517782,0.19659226698496188,-0.01512809582152394,-0.006394399999999998,-0.0010482000000000085,-0.0029327000000000042
600644.SH,20260420,水力发电,644827.7121,285.677,240.2922,50.70238873033764,42.41370496266407,中性区,False,0.8618938265585376,-2.9379176574323074,0.492140489654432,0.29931036187021326,0.20061734426647682,-0.0008721580499536363,-0.0,0.005630300000000005,-0.029434000000000002
600645.SH,20260420,医疗保健,1275628.6741,127.1153,170.6617,47.140172908840995,60.33617197053955,中性区,False,0.8229632265279965,-3.7604793498112863,0.5383361982118398,0.5263568693041311,0.41019677309784863,-0.019378348171564808,-0.011069499999999987,0.0,-0.026267500000000013
600648.SH,20260420,园区开发,1437427.2144,15.108,21.1477,65.92289625129814,0.0,中性区,False,1.0440858699301494,1.3934143994676604,0.10251518625018033,0.016246207028006856,0.11898406778327633,-0.07970528865086213,-0.0,0.0018417000000000008,-0.0002205000000000026
600649.SH,20260420,区域地产,1274790.8909,52.5226,17.1,54.87075026575347,5.855731859880169,中性区,False,0.9479986745761271,-2.098154614337616,0.23278890008959996,0.07214118415668527,0.4236527451839263,-0.049378926837019776,0.007550699999999999,0.01924440000000003,-0.019890300000000003
600650.SH,20260420,公共交通,894711.5936,45.4983,72.088,64.42213576622552,0.0,中性区,False,0.8398218787459816,1.728080871139771,0.16826818743732802,0.024101310862931807,0.11826515177453585,-0.046852780405329225,-0.0,0.0013584000000000276,-0.001657700000000058
600651.SH,20260420,电器仪表,2105903.5326,533.4875,424.1996,58.263190536733816,25.050782064463796,中性区,False,0.8398218787459816,-0.7207157521061304,0.4266729308452132,0.11831950830924634,0.22227544907642816,-0.02481161164670015,-0.006817400000000006,0.003692500000000015,-0.010041099999999971
600653.SH,20260420,汽车服务,379544.1618,98.3307,656.3124,60.203843797538525,1.1698944345184723,中性区,False,0.8398218787459816,0.050887984389819646,0.19403873321422166,0.04493065465657971,0.28050888549572134,-0.029112025668203173,0.0028465000000000027,-0.0011091000000000286,0.007408600000000027
600654.SH,20260420,仓储物流,1159655.4029,578.9785,56.0495,38.78542019855375,73.81829297911904,中性区,False,0.8229632265279965,-5.966134065327121,0.6086444590073103,0.6605234165551065,0.2671769144185066,0.059147421765133046,0.022436999999999964,0.06421300000000009,-0.14565080000000002
600655.SH,20260420,百货,2113604.8422,168.7399,,64.47732941090744,9.534966184301567,中性区,False,0.8398218787459816,1.7500258642653046,0.27357513850267984,0.0764029772313227,0.15862816576982916,-0.036667340065594106,0.005404600000000003,0.0026067000000000035,0.0027979000000000025
600657.SH,20260420,全国地产,972490.6009,,,57.23687241058444,5.322692223742671,中性区,False,0.8398218787459816,-1.1287798390631247,0.2325878703383328,0.06429361937233369,0.18280216092390045,-0.01807397283693521,0.0020042000000000037,0.003739900000000013,-0.000517099999999918
600658.SH,20260420,园区开发,611866.0196,,,58.56332439139634,20.38975424601807,中性区,False,0.8398218787459816,-0.6013825314923107,0.3119011933034886,0.1928494196883891,0.26563147157977135,-0.017688031132991666,0.001843500000000001,0.010894699999999988,-0.0013633000000000206
600660.SH,20260420,汽车配件,15783728.8815,21.0507,17.3771,50.42383590795292,5.813812740437403,中性区,False,0.931140022358142,-3.2211000485406767,0.24976575288524883,0.0450191072777121,0.3014677656598351,-8.356504789175379e-05,0.0,0.014266599999999982,0.02770440000000014
600661.SH,20260420,文教休闲,310045.8341,,,65.64346630190886,3.2285160866648406,中性区,False,0.8398218787459816,2.2136818921274672,0.1996985061684805,0.0741220033705636,0.11451434329078294,-0.04253691966931167,-0.0022886999999999795,-0.00018700000000000685,-0.002225000000000014
600662.SH,20260420,文教休闲,1376924.7971,12.6734,12.4505,62.43074504437817,0.0,中性区,False,0.9479986745761271,0.44305742905453005,0.16882405002230297,0.03509283015491668,0.14452215301579321,-0.0502692664423936,0.0006119000000000015,0.0003078999999999962,0.0018580000000000118
